tweet,class
trust noneee bitch ,1
twitter twitter bitch twitter life,1
two road diverg yellow wood chose one jtunheimr  robert frost giant,0
got k bitch niggaal haymon antonio tarver,1
uhuh empti heart empti bottl yellow cab would like catch yo latest ex made mad,1
use girlfriend got hoe lookin good girl fuckin low,1
virgin pussi     regular pussi      oomf pussi ,1
whaaaaaat lmaooo [@] [@] luv fat bitch yall got big ole titti phat booti,1
walk bitch like nigga made,1
hate nigger hate faggot hate spicskkk ralli,1
queer     hut like butt,1
well bitch biolog said ,1
[@] gotta report spam [@] ladi head game better pussi,1
done hoe pass squad g,1
fuck callin jiggaboo nigga,1
peopl think gay marriag okay beyond sorri want futur son see  fag walk street hold hand,1
littl bitch chri aint six bitch  allison mom,1
would want play pussi  [@] dead snl,1
would wanna green ranger he evil duh bitch,1
would want pussi side burn good question [@] hahahahaha ,1
shank bitch cevich,1
work  [@] get rough day hahaha hoe,1
wow bitch ye alreadi establish anyth els say,1
yall forget brand new babi girl home bitch cooki burn,1
yah said word mtzraymegyptian peopl ysrahal inherit kushiteethiopian,0
yaoooooooo [@] mawnin yardi ,0
yo bitch horn tryna shoot porn  [@] shirt worthi toni,1
yo sublet pussi shitfahdsay,1
yo feet smell like puss  whut  like flower bitch  omg,1
yo mama bitch [@] one sentenc end relationship,1
aint gunna shit spear chucker,1
aint bitch favorit respons long text,1
yo boy pussi cat,1
cunt,1
pull pussi dodg collect panti alright stormi jake ,1
take someon ghetto take ghetto,1
like us color folk hell your color white fuck ,1
got hella hoe [LINK],1
hit light line toco bell  morn diana back hous miracl  charli [@],0
look cute today  realli helll swerv hoe,1
look like littl bird help get dress morn,0
ol trout mouth ass bitch deeeeaaaadd,1
talk like fag shit retard cool scro lot tard live total kickass live,1
took land could make retard diaper sureus imagecool redskin nfl concuss joke,1
your garden rose bitch weed,1
your fuck shit dumb ass cunt go post pictur flat ass titti ig slut,1
queer ,1
homeboy look bad give cash hoe,1
teeth like star aww thank yeah yellow far away,0
yup fuck em [@] play like trash [@] clipper wanna play lol,1
aint time hoe get lol ariana mom say us,1
bitch  [@],1
ayo even kill handicap crippl bitcheslook scalp real close youll see tripl six,1
bitch freak shit,1
bitch vagina littl resili [@],1
love nah bitch aint love,1
pussi root drama attribut put head mama,1
call keyshawn johnson caus catchin erri hoe,1
captain save hoe annoy phrase,1
day judgement everybodi gonna look big jumbotron watch fuck majjinn buu bitch,1
let side bitch settl might headbutt evelyn,1
show bitch unless look like dolli parton,1
fuck pussi ass hater go suck dick die quick  someon youtub comment think wed good friend,1
hick raver venn diagram larg intersect,0
hoe suck dick look like john stockton hit em wit choppa luke fatherrr  [@],1
wasnt work place deck aye fuck right give tyson  combo nd end uppercut shut fuck bitch,1
suck dick dip she keeper true redneck woman  kim dad,1
gonna rip bitch apart rip apart lol,1
britney bitch  bibl leviticu  [LINK],1
nigga bitch bitch ass nigga dike ass hoe black ass bright ass hoe fag tag scalli wag,1
pussi tryna go studio call mufuckin crib like god yo word god buss yo shit god word,1
oh ya hoe think cute skin tight cat suit assum bodi boomin disput,1
omg bitch fuck stupid swear blah blah blah week later omg ilysm bae best friend swear,1
way fuck bitch name lord  mr race,1
poor whitey [LINK],1
ride bro still trust hoe,1
weekend go fabul naa man your see nae cunt theyll ko  second flat hate fuckgm,1
whatev good one abraham lincoln quot yall hoe,1
guy say latina gt mean kim kardashian look girl bitch shape like mini fridg amp smell like tortilla,1
rapper say twat make feel weird ,0
better pipe pussi [@] wth even mean,1
fuck pussi couldnt even beat dick  angri youtub comment,1
your cunt right [@],1
 son bitch moment rain forget car window,1
thingsthatgetsonmynerv needi hoe ratchet hoe sidelin hoe beggin hoe dumb hoe look love facebook hoe,1
 get hit bitch campu want,1
personidbitchslap [@] fa blowin tl like bitch spare tire leavin dairi queen,1
fave [@] snoop justin much fun charli wilson tribut betaward [LINK],0
taughtm pussi feel ,1
wordsaftersex pussi bitch,1
azmonsoon lot rain bad wasnt enough wash away teabagg racist white trash state tcot teaparti azflood,1
alexfromtarget get million retweet chrisfromwalmart even get bitch text back [LINK],1
alexfromtarget bitch wetlmmfao,1
anncoult still call obama commun organ syria well still cunt well,1
asagiraff pussi [LINK],1
askdem embarrass charli rangel remain caucu,0
bob bass bitch [@] bitch dick fish dock,1
break ap call mass governor race charli baker watch live coverag wcvb stream onlin [LINK],0
bangbangbirdgang ya bitch  fruit loop,1
bartend becom real bitch bartend way way taller bar design holi back pain,1
bestsongtohavesexto bitch love sosa bangbang,1
bigbird made gay coupl ye gop world bird would exist sinc creator would jail sodomi,0
bitchslapthursday nite pure passion door open [@]  watch game bitch [LINK],1
blessjesu amo   two walk togeth except agre,0
blessjesu amo  hate one uphold justic court detest one tell truth,0
blessjesu crown head sole feet,0
blessjesusair matthew  look bird air yet heavenli father feed themar much valuabl,0
blessjesuslov happi belat  sixtyfifth  birthday  aunt mari agn strong,0
boutgocrazi aintnolevelzdisshit hungrier phat ho diet ig [LINK],1
burnnotic fi shoot bean bag round guy  hurt like bitch,1
california full white trash,1
california full white trash move oklahoma,1
celebrityleakedphoto yeahgt know feel know nsa phone quit whine like muslim bitch,1
christianbal kiss mose ass fight god otherwis might fuck deadgt retard ass actor faggot,1
commonquestioniget uou ghetto,0
cowboy  bitch cowboysn anoth great win ilov team,1
crack whip cracker,1
dtla trash noneuropean allow live,1
duh [@] possibl tuck peni [@] bitch got man boob [LINK],1
dearfeministmen easier way get pussi wout sacrif man hoodbest includ lose self respect,1
degenerateartist aint fuckin around allah retard crestgt got bless jesu next fake ass textgt,1
degenerateartist cardgt french muslim retardgt expect demand child bride yard got man dickgt,1
degenerateartist bitch walk back wordsgt witch question turdgt glitch evolv absurd,1
degenerateartist know wordsgt bo jingo dangl fan slang ho ting pang lick drum swing flick alarm bicgt hear fire,1
degenerateartist sniff whiffi ball involuntari fairi walk downtown hairi climatechang scari sens hillbilli sneezegt,0
derekjet lifelong yanke man miss firstballot unanim,0
dutch farmer white trash,1
dutch peopl live outsid newyorkc white trash,1
earlybird earli morn sunris dawn bird thebird jerryre [@] kansa citi [LINK],0
ebola great thought panic bird flu bad realli aint got time,0
ebola great metaphor gop teaparti polici eat vital organ host die tcot teabagg,0
explainananimeplotbadli boy monkey tail grow savior futurist yet old earth,0
fact [@] kany best good piec pussi fuck,1
fact femal tweet dayum day hoe need attent ij wontgetm,1
femalelog wors jig convinc,0
firecashman root royal octob yanke,0
freeelchapo trend french montana bitch ass fuck think sell drug cool lamest poser,1
freeballoutpartypart bitch go  mo week,1
freshmanadvic aint hoe get traphouseeeeeee,1
glori isaiah mom ask want browni said thank said fast,0
holidayseasonl [@] [@] shi glizzi feat pli  free tha gang [LINK],0
happycolumbusday  wasnt americakarlmarx would never thought share coloni injun ,0
happycolumbusday hate sound peta callou allbut buffalo lot wors injun,0
havok one bad bitch wouldnt wanna mess tna impact,1
hellyeah [@] [@] happi fall pumpkin spice oreo [LINK] [LINK],0
hellobrookland [@] open serv free sampl cider vegan slider browni [LINK],0
holyspirit joshua  everi place sole foot shall tread upon given unto said unto mose,0
honestyhour middl school hoe use call mandingo warrior,1
idonthavetimefor ratchet hoe,1
ihopesomeday hoe find relationship instead ruin other,1
istandwithrand wise rino pussi real leader like rand cruz lee bachmann etc actual exist fight go home teaparti,1
iu  straight nation colleg soccer champion wow hoosiern hoosier ,0
iu make honorari student way cooler intern student footbal card hoosier,0
ifthepurgewasr best prostitut madam ever hey got pussi shouldnt broke right lmao jk,1
ifwed eat da pussi better lesbian,1
inmiddleschool fat hell band faggot thank god play sport th grade stay band,1
indigenouspeoplesday right redskin lot queen right nomg sofunni,0
indigenouspeoplesday haha fuckin retard commi hunter biden love snortin pygmi fairi dust liber,1
iowa full white trash,1
iraq gov troop hand sever defeat isi saqlawiya  chatter  soldier lost amp jihadi rave,0
jesuschrist straightgt faggot kill period sonofgodgt,1
kanyeshrug lol [@] thot like  [@] [@] great thing bitch offer ,1
lingo nicca tryn talk like,1
mentionadislik hoe thinkin bad even tell bitch calm averag,1
messagetomyfuturespous better cook clean bitch give money aint cleanin dish makin plate,1
minnesota full white trash,1
myunpopularopinion spanish bitch suck dick  babi  alreadi fine dress slutti,1
nl queen remind still get janel mona perplex peopl think she queer,1
np centuri fob,0
nationalcatday sure celebr  billion bird death blame climatechang fuckin commi,1
natitud okay go say comb yer beard lol wigger,0
nowplay  bt feat tori amo  blue sky radio edit thearrow  [LINK],0
nowplay  great white  bitten twice shi thearrow  [LINK],0
nowplay  ian hunter  bitten twice shi thearrow  [LINK],0
nowplay  door  wasp texa radio big beat thearrow  [LINK],0
oomef yeah kno pussi whip nigga put ring ,1
onlyinamichaelmyersmovi bitch run hundr meter dash niqqa actual take time walk amp still get kill,1
pdplive novemb th get earli bird ticket [LINK] [@] [LINK],0
pacern  road perfect way continu iubb finish nba pacer indiana hoosier,0
peopletoavoid valeri jarrett control reflex bitch slap,1
peoplewhomademi littl brother hate admit [@] know he still lil bitch though fuck,1
qtna [@] yall bitch gon breast feed wit nippl ring ,1
questioniaskmyself slap hoe tuh solv someth ima leav alonei never usual listen,1
radiofreenorthwest  covington read respons amp mock fbi andi real polit liv awaken gretchen [LINK],0
rayric bitch justsay,1
rayric still bitch [@] got one wrong women fan livid noexcus,1
reasonswecantbetogeth talkin nig smash da homi,1
reasonswhywedontgetalong your hoe stop focus suck dick focu get rich,1
rebelsci share whaddupgt cloud hog windturbin like fuckin gasbag son bitch,1
rebelsci use actual woman genet engin lab natur clone someth faggot rome,1
redsox focu oriol knock last year hatr yanke umteen year lol,0
remak granni dcyoungfli dirtymoney teamignat hoodcomedi damn bitch bab big  [LINK],1
royal  fantast readi tomorrow sweep dispos os yanke ever except month,0
royal milwauke let yost gonow wish hadnt caus suckhow nowh guy win lose yanke fire girardi yost,0
ruinacomedian [@] charli lapdanc,0
ruinadessert [@] fairi queen nomggt fuck obama panti,1
shoutout everybodi follow nicca,1
shoutout exit nicca salut,1
shoutout macktown nicca,1
shoutout exit  nicca realniccasalut,1
signsofcockblockin gtrt [@] niggah tell hoe talk get  fuckniggah,1
skate trash,0
slightlyadjust [@] all nigger wanna fuck tweet drink pineappl soda day,1
somethingigetalot asian black hawaiian gay retard drunk,1
southcarolina full white trash,1
splashgang pussi naz ay [@] tri tell naz,1
stopwhitepeopl [@]  case west nile viru infect report orang counti year  dead bird found carri viru,0
tbt love forev ling ling  [@] [LINK],0
theboondock  nicca,0
truth [@] david charli brown scandal,0
son bitch moment final get bed bladder decid time piss,1
son bitch moment turn radio favorit song end song,1
son bitch moment walk hous dark stub littl toe wall,1
thatfuckmemo leav car window rain car look like hurrican katrina ran bitch,1
themostannoyingthingsinlif peopl never happi bitchnmoan  time,1
thingsiwillteachmychild play deez nigga bitch dat snake,1
thingsnottodoonafirstd give da dick gotta half stroke da pussi dump dick dat bitch gon becom extrem anoyin,1
tjohngang lil bitch follow  [LINK],1
tomyfutureson fuck dem hoe better love dem hoe,1
trayvonmartin refer zimmerman creepi ass cracker racist thug,1
tweetlikepontiacholm pontiac sprinkler nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,1
tweetlikeyourbestfriend made  bitch [@],1
umightnotgetin  fucc nicca beerandtaco wethelastonesleft [LINK],1
vinitahegwood get job naacp ag hear like divers toler long aint cracker tcot,1
virginia full white trash,1
wearerepublicnotregim potu bo violat usa sovereignti wopen borderjihadiscriminaldiseasedhaitianssamerican impeachobama,0
westvirginia full white trash,1
whatimcrav peanut butter oreo lt,0
whatwouldyouchangeaboutyourpast hoe wast time,1
whyihateinstagram make bitch cheat four point scale  ,1
worldseriesgam hunter penc annoy red sox player shave fool take vyvanseyanke ,0
yanke,0
yanke firecashman want arod back,0
yanke jeter let play entir inning fit,0
yanke sec robertson guy fantast sec pitcher,0
yanke  astro  mccarthi outduel keuchel seri final [LINK],0
yanke  nine straight hit price night,0
yanke damn directtv blackout yanke game freak walk your kill satellit douch,0
yanke damn well joe move bullpen realli help,0
yanke aint complain royal win lose game show heart al ride die flex zone earn,0
yanke went gold cruz  sound upper lower bodi strength hmm  hr hitter say word,0
yanke royal fire sale want whole team leav gardner tanaka rest pleas go along joe cash,0
yanke nice bounc back [@] kay gotta keep go,0
yanke pineda need  great play,0
yanke primo got home tank mlb final win even better time get seriou sept call time,0
yanke got beaten thug,0
yanke take three game motown callin mlb,0
yanke wast nuez season ray mlb,0
yeswedid start build windturbin fuckin big kill whole flock bird one gogt,1
yeswedid tattoo bitch corrupt mani men possibl egypt cattl prod votegt,1
youwillnotbetakenseriouslyif your proud white trash kedollarsignha,1
agre  [@] badd one idkmix bitch realli tho,1
anywer [@] la  palm tree great weather els  horribl weather bitch,1
bad ass local bitch,1
boom bitch,1
bslfe bitch pullup st washington space [LINK],1
creamteam leav hoe cockbreath,1
drunk trash trash wast [@] draught hors [LINK],0
faggot kill jesuschristgt hello whatev go ahead gaymarriag pharaoh pocketsgt,1
faggot mere scientif indic someth wronggt celebr uniqu indiviu cancergt,1
firefight job white trash,1
foxnew cut away democrat talk claim fair balanc lmao network full teabagg liar,0
gouach inktob oldpaint mt tiki wahin surf monkey bright happysunday peac wish [LINK],0
honestyhour love hoe,1
honeybadg bitch,1
hoosier fan codi zeller nomin year nba draft iubb,0
illneverunderstandwhi anyon jersey shore famou go guido shitbag mean money famili,1
inktob twentysix gouach mt snappi pappi bitch x good thing sabl paintbrush [LINK],1
inner still hang yanke need win nfl sunday,0
iubb  suit tonight indiana iu ncaa hoosierdaddi hoosiern hoosier,0
kloku bitch nose pierc  [LINK],1
longhair care got gayboyproblem everywher bitch champ total full [LINK],1
metal honki,0
milesthompson goauch wetback ca [LINK],1
morningjo prove wrong righti liber use fact con use emot make decis fact damn teabagg motto,1
mt commiss gouach tiki wahin monkey tube surf waveslid waterwalk notkook [LINK],0
mt goauch monkey oldpaint vinyl jazz loung [LINK],0
mt browngal gouach monkey tiki [LINK],0
nationaldoughnutday bitch get  [LINK],1
nowplay witcha bitch pussi pussi inda hood ona sofawit plastic,1
np shi glizzi  awwsom remix feat  chainz amp aap rocki via [@] [LINK],0
oomf get chill till da bitch hit,1
paus nigga bitch tho [@] boy niggaz b bitch made cud kiss em da mouth,1
philhugh [@] nyy better whole team,0
pornandroidiphoneipadsexxxx  anal  anal gape tranni play panti nylon part [LINK],1
pornandroidiphoneipadsexxxx  anal  bbc anal creampi bitch [LINK],1
pornandroidiphoneipadsexxxx  anal  blond tranni ass fuck [LINK],1
pornandroidiphoneipadsexxxx  anal  hardcor british queer anal pound [LINK],1
pornandroidiphoneipadsexxxx  bbw  brazilian bbw babe drill pussi ass [LINK],1
